Region,States,Max.Demand Met during the day(MW),Shortage during maximum Demand(MW),Energy Met (MU),date
NR,Uttarakhand,1851,0.0,34.4,2016-01-03
NR,HP,1302,0.0,23.9,2016-01-03
NR,J&K,2043,511.0,43.3,2016-01-03
NR,Chandigarh,190,0.0,3.2,2016-01-03
WR,Chhattisgarh,3504,96.0,73.5,2016-01-03
WR,Gujarat,12690,13.0,270.1,2016-01-03
WR,MP,10788,0.0,217.5,2016-01-03
WR,Goa,362,0.0,7.2,2016-01-03
WR,DD,263,0.0,6.0,2016-01-03
WR,DNH,668,0.0,15.6,2016-01-03
WR,Essar steel,483,0.0,10.5,2016-01-03
SR,Andhra Pradesh,6020,0.0,129.0,2016-01-03
SR,Telangana,5839,0.0,124.8,2016-01-03
WR,Maharashtra,17621,14.0,360.8,2016-01-03
SR,Kerala,2965,0.0,53.1,2016-01-03
NER,Mizoram,78,2.0,1.3,2016-01-03
SR,Karnataka,8132,800.0,173.6,2016-01-03
NER,Assam,1242,48.0,21.1,2016-01-03
NER,Manipur,160,4.0,2.8,2016-01-03
NER,Nagaland,120,2.0,2.2,2016-01-03
ER,West Bengal,6005,0.0,114.9,2016-01-03
NER,Arunachal Pradesh,108,2.0,2.0,2016-01-03
ER,Jharkhand,1061,0.0,22.9,2016-01-03
ER,DVC,2525,0.0,58.0,2016-01-03
ER,Bihar,3432,100.0,62.2,2016-01-03
SR,Pondy,269,0.0,5.6,2016-01-03
SR,Tamil Nadu,11337,0.0,245.6,2016-01-03
ER,Odisha,3733,0.0,69.2,2016-01-03
NER,Meghalaya,323,2.0,4.6,2016-01-03
WR,DNH,694,0.0,15.8,2017-01-03
WR,Essar steel,745,0.0,12.6,2017-01-03
SR,Andhra Pradesh,6841,0.0,147.6,2017-01-03
SR,Telangana,8002,0.0,155.2,2017-01-03
SR,Karnataka,9216,0.0,195.8,2017-01-03
SR,Kerala,3483,0.0,64.6,2017-01-03
ER,DVC,2495,0.0,58.5,2017-01-03
SR,Pondy,311,0.0,6.5,2017-01-03
ER,Bihar,3467,0.0,61.5,2017-01-03
ER,Jharkhand,1190,0.0,21.0,2017-01-03
ER,Odisha,3995,0.0,70.2,2017-01-03
ER,West Bengal,6086,0.0,101.2,2017-01-03
WR,DD,287,0.0,6.3,2017-01-03
ER,Sikkim,97,0.0,1.4,2017-01-03
SR,Tamil Nadu,13535,0.0,288.5,2017-01-03
WR,Goa,434,0.0,9.0,2017-01-03
NER,Tripura,207,0.0,3.5,2017-01-03
WR,MP,10824,0.0,210.1,2017-01-03
NER,Arunachal Pradesh,105,5.0,1.8,2017-01-03
NER,Mizoram,84,2.0,1.4,2017-01-03
NER,Meghalaya,285,0.0,4.8,2017-01-03
NER,Manipur,145,1.0,2.5,2017-01-03
NR,Punjab,5129,0.0,101.1,2017-01-03
NR,Haryana,6285,0.0,114.1,2017-01-03
WR,Maharashtra,19991,0.0,408.8,2017-01-03
NR,Rajasthan,9503,664.0,196.6,2017-01-03
NR,UP,13027,410.0,277.8,2017-01-03
NR,Uttarakhand,1876,0.0,34.2,2017-01-03
NR,HP,1335,0.0,26.6,2017-01-03
NR,J&K,1972,493.0,49.0,2017-01-03
NR,Chandigarh,206,0.0,3.5,2017-01-03
WR,Gujarat,12959,0.0,275.0,2017-01-03
NR,Delhi,3604,0.0,60.0,2017-01-03
NER,Assam,1310,70.0,20.2,2017-01-03
WR,Chhattisgarh,3130,0.0,68.5,2017-01-03
NER,Nagaland,112,1.0,2.0,2017-01-03
WR,DNH,744,0.0,17.3,2018-01-03
WR,DD,321,0.0,7.2,2018-01-03
WR,Goa,442,0.0,9.3,2018-01-03
WR,Maharashtra,19888,0.0,440.4,2018-01-03
WR,MP,10987,0.0,220.9,2018-01-03
WR,Gujarat,13755,0.0,293.3,2018-01-03
WR,Essar steel,464,0.0,8.4,2018-01-03
WR,Chhattisgarh,3367,0.0,71.7,2018-01-03
NR,J&K,2265,566.0,46.5,2018-01-03
NR,HP,1544,0.0,27.9,2018-01-03
NR,Uttarakhand,2048,0.0,36.1,2018-01-03
NR,UP,14216,320.0,295.4,2018-01-03
NR,Delhi,4217,0.0,68.0,2018-01-03
SR,Tamil Nadu,14373,,301.5,2018-01-03
NR,Chandigarh,236,0.0,3.7,2018-01-03
NR,Haryana,6703,60.0,122.3,2018-01-03
SR,Andhra Pradesh,8278,,179.9,2018-01-03
SR,Karnataka,9758,,208.5,2018-01-03
SR,Pondy,324,,6.6,2018-01-03
ER,Bihar,4006,0.0,67.5,2018-01-03
ER,DVC,3061,0.0,68.3,2018-01-03
ER,Jharkhand,1048,0.0,27.7,2018-01-03
ER,Odisha,3805,0.0,68.0,2018-01-03
ER,West Bengal,5779,0.0,92.1,2018-01-03
SR,Telangana,9305,,184.4,2018-01-03
ER,Sikkim,102,0.0,1.9,2018-01-03
NER,Assam,1371,27.0,22.1,2018-01-03
NER,Manipur,173,5.0,2.7,2018-01-03
NER,Meghalaya,303,0.0,6.3,2018-01-03
NER,Mizoram,95,3.0,1.9,2018-01-03
NER,Nagaland,113,4.0,2.2,2018-01-03
NER,Tripura,219,5.0,3.2,2018-01-03
NER,Arunachal Pradesh,115,5.0,2.1,2018-01-03
NR,Punjab,5675,0.0,109.4,2018-01-03
NR,Rajasthan,10177,0.0,207.5,2018-01-03
SR,Kerala,3477,,65.9,2018-01-03
WR,DNH,732,0.0,17.1,2019-01-03
WR,DD,311,0.0,6.9,2019-01-03
WR,Goa,451,0.0,8.8,2019-01-03
WR,Maharashtra,20800,0.0,413.8,2019-01-03
WR,MP,13992,0.0,258.9,2019-01-03
WR,Gujarat,15337,0.0,323.1,2019-01-03
WR,Chhattisgarh,3547,0.0,76.8,2019-01-03
WR,Essar steel,502,0.0,9.8,2019-01-03
NR,Chandigarh,239,0.0,3.7,2019-01-03
NR,HP,1633,0.0,30.1,2019-01-03
NR,Uttarakhand,2036,0.0,38.5,2019-01-03
NR,UP,13616,150.0,291.4,2019-01-03
NR,Delhi,4241,0.0,68.3,2019-01-03
NR,Rajasthan,12734,0.0,239.9,2019-01-03
NR,Haryana,6609,212.0,127.2,2019-01-03
NR,Punjab,5555,0.0,103.8,2019-01-03
NR,J&K,2516,629.0,50.6,2019-01-03
SR,Andhra Pradesh,7925,0.0,163.1,2019-01-03
NER,Manipur,165,2.0,2.4,2019-01-03
SR,Karnataka,10831,0.0,204.2,2019-01-03
ER,Jharkhand,1015,0.0,24.6,2019-01-03
ER,DVC,2955,0.0,62.4,2019-01-03
SR,Telangana,9238,0.0,183.6,2019-01-03
ER,Sikkim,100,0.0,1.5,2019-01-03
NER,Arunachal Pradesh,110,2.0,2.2,2019-01-03
NER,Assam,1410,15.0,21.8,2019-01-03
ER,Odisha,4019,0.0,80.7,2019-01-03
NER,Tripura,222,1.0,3.3,2019-01-03
NER,Mizoram,100,2.0,1.3,2019-01-03
NER,Meghalaya,346,0.0,6.9,2019-01-03
ER,Bihar,4279,0.0,77.4,2019-01-03
SR,Pondy,374,0.0,7.4,2019-01-03
SR,Tamil Nadu,14123,0.0,287.9,2019-01-03
SR,Kerala,3224,0.0,59.5,2019-01-03
NER,Nagaland,120,3.0,2.0,2019-01-03
ER,West Bengal,6320,0.0,109.7,2019-01-03
NR,UP,15709,0.0,286.8,2020-01-03
NR,Uttarakhand,2081,0.0,39.2,2020-01-03
NR,HP,1750,0.0,31.0,2020-01-03
WR,Essar steel,288,0.0,5.3,2020-01-03
WR,DD,326,0.0,7.2,2020-01-03
WR,Goa,516,0.0,12.9,2020-01-03
WR,Maharashtra,20224,0.0,408.6,2020-01-03
WR,MP,12778,0.0,227.4,2020-01-03
WR,Gujarat,15469,0.0,320.7,2020-01-03
WR,Chhattisgarh,3332,0.0,68.1,2020-01-03
NR,Punjab,6228,0.0,121.4,2020-01-03
NR,Haryana,6937,0.0,132.6,2020-01-03
NR,Delhi,4728,0.0,76.6,2020-01-03
WR,DNH,786,0.0,18.6,2020-01-03
NR,Rajasthan,13864,0.0,240.4,2020-01-03
SR,Tamil Nadu,14435,0.0,298.3,2020-01-03
SR,Andhra Pradesh,8433,0.0,171.2,2020-01-03
SR,Kerala,3732,0.0,75.4,2020-01-03
NR,J&K(UT) and Ladakh(UT),2680,670.0,53.2,2020-01-03
SR,Pondy,366,0.0,7.2,2020-01-03
ER,Bihar,4252,0.0,76.4,2020-01-03
ER,DVC,3071,0.0,61.4,2020-01-03
ER,Jharkhand,1295,0.0,22.6,2020-01-03
ER,Odisha,3475,0.0,62.9,2020-01-03
SR,Karnataka,12173,0.0,217.5,2020-01-03
ER,West Bengal,5775,0.0,106.4,2020-01-03
NER,Arunachal Pradesh,121,2.0,2.2,2020-01-03
NER,Assam,1304,43.0,21.7,2020-01-03
NER,Manipur,210,1.0,2.7,2020-01-03
NER,Meghalaya,363,0.0,6.2,2020-01-03
NER,Mizoram,111,2.0,1.9,2020-01-03
NER,Nagaland,124,1.0,2.3,2020-01-03
NER,Tripura,207,2.0,3.3,2020-01-03
ER,Sikkim,137,0.0,2.0,2020-01-03
SR,Telangana,9921,0.0,194.9,2020-01-03
NR,Chandigarh,276,0.0,4.3,2020-01-03
NER,Arunachal Pradesh,141,0.0,2.4,2022-01-03
NR,Chandigarh,242,0.0,4.0,2022-01-03
WR,Chhattisgarh,3557,0.0,78.5,2022-01-03
WR,Gujarat,16955,156.0,358.1,2022-01-03
WR,MP,14060,0.0,271.4,2022-01-03
WR,Maharashtra,24111,0.0,490.0,2022-01-03
WR,Goa,609,0.0,12.4,2022-01-03
ER,DVC,3131,0.0,66.2,2022-01-03
WR,DD,310,0.0,7.0,2022-01-03
WR,AMNSIL,863,0.0,18.0,2022-01-03
SR,Andhra Pradesh,9259,0.0,177.0,2022-01-03
SR,Telangana,11125,0.0,201.0,2022-01-03
SR,Karnataka,11539,0.0,209.3,2022-01-03
SR,Kerala,3806,0.0,76.3,2022-01-03
SR,Tamil Nadu,13130,0.0,264.7,2022-01-03
WR,DNH,843,0.0,19.2,2022-01-03
ER,Sikkim,111,0.0,1.8,2022-01-03
NR,Punjab,6484,0.0,123.4,2022-01-03
NR,Rajasthan,14689,0.0,262.5,2022-01-03
NER,Assam,1462,0.0,24.6,2022-01-03
NER,Manipur,231,0.0,3.5,2022-01-03
NER,Meghalaya,398,0.0,7.3,2022-01-03
NER,Mizoram,133,0.0,1.9,2022-01-03
NER,Nagaland,140,0.0,2.4,2022-01-03
NER,Tripura,218,0.0,3.6,2022-01-03
NR,Haryana,6970,0.0,128.0,2022-01-03
ER,Bihar,4907,0.0,82.9,2022-01-03
ER,Odisha,5551,0.0,103.2,2022-01-03
ER,Jharkhand,1533,0.0,27.4,2022-01-03
NR,HP,1940,0.0,35.0,2022-01-03
NR,Uttarakhand,2235,0.0,40.9,2022-01-03
NR,UP,18832,0.0,310.9,2022-01-03
NR,Delhi,4467,0.0,71.8,2022-01-03
ER,West Bengal,6065,0.0,110.4,2022-01-03
SR,Puducherry,384,0.0,6.8,2022-01-03
NR,J&K(UT) & Ladakh(UT),2944,250.0,61.4,2022-01-03
NR,Delhi,4826,0.0,81.4,2023-01-03
SR,Kerala,3882,0.0,75.8,2023-01-03
SR,Karnataka,13107,0.0,229.2,2023-01-03
SR,Telangana,13770,0.0,233.1,2023-01-03
SR,Andhra Pradesh,10475,0.0,198.4,2023-01-03
WR,AMNSIL,756,0.0,16.8,2023-01-03
WR,DNHDDPDCL,1200,0.0,27.3,2023-01-03
WR,Goa,666,0.0,14.7,2023-01-03
WR,Maharashtra,26831,0.0,541.4,2023-01-03
WR,MP,16639,0.0,319.3,2023-01-03
WR,Gujarat,19317,0.0,380.4,2023-01-03
WR,Chhattisgarh,4837,0.0,103.2,2023-01-03
NR,Chandigarh,283,0.0,4.8,2023-01-03
NR,J&K(UT) & Ladakh(UT),3145,0.0,63.7,2023-01-03
NR,HP,1848,0.0,34.7,2023-01-03
NR,Uttarakhand,2263,0.0,44.1,2023-01-03
NR,UP,19556,0.0,354.9,2023-01-03
NR,Rajasthan,15855,694.0,305.2,2023-01-03
NR,Haryana,7831,0.0,147.6,2023-01-03
NR,Punjab,7917,0.0,150.5,2023-01-03
SR,Tamil Nadu,15328,0.0,308.5,2023-01-03
SR,Puducherry,391,0.0,8.5,2023-01-03
WR,BALCO,514,0.0,12.3,2023-01-03
ER,DVC,3530,0.0,72.9,2023-01-03
ER,Bihar,5251,0.0,95.5,2023-01-03
NER,Tripura,230,0.0,3.8,2023-01-03
NER,Nagaland,140,0.0,2.0,2023-01-03
NER,Mizoram,141,0.0,2.1,2023-01-03
NER,Meghalaya,393,0.0,7.4,2023-01-03
NER,Assam,1495,0.0,25.8,2023-01-03
NER,Arunachal Pradesh,153,0.0,2.6,2023-01-03
NER,Manipur,246,0.0,3.6,2023-01-03
ER,West Bengal,6624,0.0,119.8,2023-01-03
ER,Odisha,5031,0.0,98.0,2023-01-03
ER,Jharkhand,1557,0.0,30.0,2023-01-03
ER,Sikkim,125,0.0,2.0,2023-01-03
WR,DD,247,0.0,5.8,2014-02-03
SR,Kerala,3311,150.0,60.5,2014-02-03
SR,Tamil Nadu,11929,737.0,250.0,2014-02-03
SR,Karnataka,8707,400.0,187.3,2014-02-03
SR,Pondy,304,0.0,5.1,2014-02-03
ER,Bihar,2078,550.0,41.8,2014-02-03
SR,Andhra Pradesh,11449,600.0,258.2,2014-02-03
WR,Essar steel,376,0.0,7.9,2014-02-03
WR,DNH,621,0.0,14.6,2014-02-03
WR,Goa,408,0.0,8.0,2014-02-03
NR,HP,1303,0.0,24.7,2014-02-03
NR,Delhi,3408,46.0,61.8,2014-02-03
NR,UP,9930,3355.0,219.3,2014-02-03
NR,Uttarakhand,1725,40.0,33.3,2014-02-03
WR,MP,8174,0.0,159.0,2014-02-03
NR,J&K,1956,100.0,40.6,2014-02-03
ER,DVC,2639,0.0,57.7,2014-02-03
NR,Chandigarh,206,0.0,3.6,2014-02-03
WR,Chhattisgarh,2142,23.0,69.0,2014-02-03
WR,Gujarat,11067,0.0,242.9,2014-02-03
WR,Maharashtra,17953,614.0,368.6,2014-02-03
ER,Jharkhand,1041,0.0,20.0,2014-02-03
ER,West Bengal,6276,19.0,110.7,2014-02-03
NR,Haryana,5411,0.0,99.1,2014-02-03
ER,Odisha,3569,0.0,68.6,2014-02-03
NER,Tripura,206,2.0,2.8,2014-02-03
ER,Sikkim,108,0.0,1.4,2014-02-03
NER,Nagaland,99,6.0,1.5,2014-02-03
NER,Mizoram,73,3.0,1.1,2014-02-03
NER,Arunachal Pradesh,111,9.0,1.4,2014-02-03
NER,Assam,970,204.0,16.7,2014-02-03
NER,Manipur,114,8.0,1.5,2014-02-03
NER,Meghalaya,278,17.0,4.4,2014-02-03
NR,Punjab,4652,0.0,79.1,2014-02-03
NR,Rajasthan,9271,0.0,188.8,2014-02-03
NER,Manipur,130,7.0,2.3,2015-02-03
SR,Kerala,3246,29.0,61.6,2015-02-03
NER,Tripura,183,19.0,2.8,2015-02-03
NER,Assam,1170,112.0,20.5,2015-02-03
NER,Arunachal Pradesh,110,7.0,1.8,2015-02-03
ER,Sikkim,102,0.0,1.7,2015-02-03
ER,West Bengal,6462,34.0,112.0,2015-02-03
ER,Odisha,3273,0.0,58.7,2015-02-03
ER,Jharkhand,1024,0.0,22.1,2015-02-03
ER,Bihar,2794,50.0,53.7,2015-02-03
SR,Pondy,319,0.0,6.1,2015-02-03
SR,Tamil Nadu,12484,200.0,262.4,2015-02-03
NER,Nagaland,120,4.0,2.2,2015-02-03
ER,DVC,2475,0.0,54.7,2015-02-03
SR,Telangana,6378,135.0,133.4,2015-02-03
SR,Karnataka,9227,400.0,188.4,2015-02-03
NER,Mizoram,86,2.0,1.2,2015-02-03
WR,MP,8664,0.0,167.2,2015-02-03
WR,Gujarat,12064,0.0,256.8,2015-02-03
WR,Chhattisgarh,3161,96.0,72.5,2015-02-03
NR,Chandigarh,203,0.0,3.2,2015-02-03
WR,Maharashtra,18865,873.0,367.6,2015-02-03
NR,J&K,1891,334.0,34.2,2015-02-03
NR,Uttarakhand,1707,40.0,32.5,2015-02-03
NR,UP,9656,2735.0,218.6,2015-02-03
NR,Delhi,3738,0.0,63.8,2015-02-03
NR,Rajasthan,10142,0.0,203.2,2015-02-03
NR,Haryana,6114,0.0,104.1,2015-02-03
NR,Punjab,4285,0.0,80.6,2015-02-03
NR,HP,1292,0.0,24.4,2015-02-03
WR,Goa,406,0.0,8.2,2015-02-03
NER,Meghalaya,341,0.0,5.3,2015-02-03
SR,Andhra Pradesh,6275,0.0,138.2,2015-02-03
WR,Essar steel,290,0.0,6.6,2015-02-03
WR,DNH,656,0.0,15.1,2015-02-03
WR,DD,250,0.0,5.3,2015-02-03
SR,Pondy,298,0.0,6.2,2016-02-03
NR,Punjab,4893,0.0,98.1,2016-02-03
ER,DVC,2652,0.0,57.4,2016-02-03
ER,Odisha,4155,0.0,73.0,2016-02-03
NER,Tripura,214,2.0,3.2,2016-02-03
NER,Nagaland,109,3.0,2.0,2016-02-03
NER,Mizoram,90,2.0,1.5,2016-02-03
NER,Meghalaya,339,1.0,5.4,2016-02-03
NER,Manipur,149,6.0,2.3,2016-02-03
ER,Bihar,3132,100.0,61.8,2016-02-03
NER,Assam,1326,41.0,22.4,2016-02-03
NER,Arunachal Pradesh,111,5.0,2.0,2016-02-03
ER,Sikkim,107,0.0,1.7,2016-02-03
ER,West Bengal,7165,0.0,121.8,2016-02-03
NR,Haryana,6548,0.0,123.1,2016-02-03
NR,Rajasthan,10385,0.0,219.3,2016-02-03
ER,Jharkhand,1048,100.0,20.4,2016-02-03
NR,UP,10500,1755.0,237.7,2016-02-03
SR,Tamil Nadu,0,0.0,284.2,2016-02-03
SR,Kerala,3337,0.0,61.5,2016-02-03
SR,Karnataka,9176,600.0,193.6,2016-02-03
SR,Telangana,6212,0.0,137.4,2016-02-03
SR,Andhra Pradesh,6605,0.0,143.2,2016-02-03
NR,Delhi,3657,6.0,62.8,2016-02-03
WR,DNH,696,0.0,16.0,2016-02-03
WR,DD,294,0.0,6.6,2016-02-03
WR,Goa,418,0.0,8.6,2016-02-03
WR,Essar steel,346,0.0,6.5,2016-02-03
WR,MP,10286,0.0,204.5,2016-02-03
WR,Maharashtra,18560,15.0,391.6,2016-02-03
NR,HP,1456,7.0,26.5,2016-02-03
NR,J&K,2014,504.0,44.0,2016-02-03
NR,Uttarakhand,1977,0.0,36.7,2016-02-03
WR,Chhattisgarh,3458,96.0,77.4,2016-02-03
WR,Gujarat,12425,0.0,275.3,2016-02-03
NR,Chandigarh,223,0.0,3.8,2016-02-03
ER,Sikkim,88,0.0,1.7,2017-02-03
NR,Haryana,5896,0.0,106.9,2017-02-03
NER,Tripura,216,0.0,4.3,2017-02-03
NER,Nagaland,103,5.0,1.8,2017-02-03
NER,Mizoram,89,1.0,1.5,2017-02-03
NER,Meghalaya,279,0.0,6.0,2017-02-03
NER,Manipur,153,2.0,2.1,2017-02-03
NR,Punjab,5004,0.0,94.5,2017-02-03
NR,Rajasthan,9715,37.0,201.2,2017-02-03
WR,Essar steel,759,0.0,8.0,2017-02-03
NR,UP,12241,70.0,257.7,2017-02-03
ER,West Bengal,6763,0.0,113.4,2017-02-03
ER,Odisha,4331,0.0,68.6,2017-02-03
ER,DVC,2872,0.0,63.7,2017-02-03
ER,Bihar,3509,0.0,59.9,2017-02-03
SR,Pondy,295,0.0,5.9,2017-02-03
SR,Tamil Nadu,13116,0.0,277.2,2017-02-03
SR,Kerala,3417,0.0,65.9,2017-02-03
SR,Karnataka,9587,0.0,211.4,2017-02-03
SR,Telangana,8462,0.0,167.6,2017-02-03
SR,Andhra Pradesh,7208,0.0,158.5,2017-02-03
WR,DNH,715,0.0,16.4,2017-02-03
WR,DD,301,0.0,6.7,2017-02-03
WR,Goa,452,0.0,9.4,2017-02-03
WR,Maharashtra,20207,0.0,427.5,2017-02-03
WR,MP,10828,0.0,204.2,2017-02-03
WR,Gujarat,13333,0.0,289.4,2017-02-03
WR,Chhattisgarh,3304,0.0,76.1,2017-02-03
NR,Chandigarh,217,0.0,3.6,2017-02-03
NR,J&K,2095,524.0,45.7,2017-02-03
NR,HP,1440,0.0,25.5,2017-02-03
NR,Uttarakhand,1950,0.0,35.4,2017-02-03
NR,Delhi,3774,0.0,64.1,2017-02-03
ER,Jharkhand,1104,0.0,21.8,2017-02-03
NER,Assam,1370,13.0,21.5,2017-02-03
NER,Arunachal Pradesh,102,3.0,2.0,2017-02-03
WR,Goa,435,0.0,10.0,2018-02-03
SR,Andhra Pradesh,8471,0.0,167.6,2018-02-03
WR,Essar steel,489,0.0,9.8,2018-02-03
WR,DNH,752,0.0,17.1,2018-02-03
WR,DD,325,0.0,7.2,2018-02-03
WR,Maharashtra,20898,0.0,424.8,2018-02-03
WR,MP,11396,0.0,215.9,2018-02-03
WR,Gujarat,13713,0.0,299.8,2018-02-03
WR,Chhattisgarh,3356,0.0,77.9,2018-02-03
NR,Chandigarh,205,0.0,3.3,2018-02-03
NR,J&K,2016,504.0,42.2,2018-02-03
NR,HP,1437,0.0,27.2,2018-02-03
NR,Uttarakhand,2112,0.0,36.0,2018-02-03
NR,UP,14130,780.0,293.3,2018-02-03
NR,Delhi,3592,0.0,61.0,2018-02-03
NR,Rajasthan,11157,649.0,213.3,2018-02-03
NR,Haryana,6450,38.0,125.0,2018-02-03
NR,Punjab,5408,0.0,109.2,2018-02-03
SR,Telangana,9262,0.0,186.2,2018-02-03
SR,Kerala,3356,0.0,65.4,2018-02-03
SR,Karnataka,9773,0.0,207.2,2018-02-03
NER,Manipur,181,3.0,2.6,2018-02-03
NER,Tripura,235,2.0,3.6,2018-02-03
NER,Nagaland,129,6.0,2.0,2018-02-03
NER,Mizoram,95,2.0,1.9,2018-02-03
NER,Meghalaya,333,2.0,6.0,2018-02-03
SR,Tamil Nadu,13593,0.0,278.6,2018-02-03
NER,Assam,1396,22.0,23.8,2018-02-03
NER,Arunachal Pradesh,118,7.0,2.4,2018-02-03
ER,Sikkim,99,0.0,1.8,2018-02-03
ER,West Bengal,6697,0.0,120.1,2018-02-03
ER,Odisha,4191,0.0,75.0,2018-02-03
ER,Jharkhand,1185,0.0,24.7,2018-02-03
ER,DVC,3017,0.0,67.9,2018-02-03
ER,Bihar,3913,0.0,69.7,2018-02-03
SR,Pondy,330,0.0,6.6,2018-02-03
NR,Rajasthan,12307,460.0,232.0,2019-02-03
NR,Haryana,6156,0.0,118.2,2019-02-03
WR,Essar steel,511,0.0,10.5,2019-02-03
NR,Delhi,4194,0.0,67.0,2019-02-03
WR,DD,293,0.0,6.7,2019-02-03
WR,Goa,536,0.0,11.9,2019-02-03
NR,Punjab,5269,0.0,101.5,2019-02-03
WR,DNH,760,0.0,17.8,2019-02-03
NR,UP,13123,0.0,264.3,2019-02-03
SR,Andhra Pradesh,7645,0.0,159.1,2019-02-03
NR,HP,1583,0.0,27.4,2019-02-03
NR,J&K,2442,611.0,48.9,2019-02-03
NR,Chandigarh,208,0.0,3.3,2019-02-03
SR,Telangana,8587,0.0,172.1,2019-02-03
WR,Chhattisgarh,3549,0.0,79.0,2019-02-03
WR,Gujarat,14873,0.0,312.3,2019-02-03
WR,MP,12806,0.0,235.3,2019-02-03
WR,Maharashtra,19182,0.0,392.4,2019-02-03
NR,Uttarakhand,1936,0.0,36.6,2019-02-03
SR,Karnataka,10734,0.0,200.4,2019-02-03
NER,Mizoram,97,3.0,2.0,2019-02-03
SR,Tamil Nadu,13065,0.0,282.4,2019-02-03
NER,Tripura,218,1.0,3.6,2019-02-03
SR,Kerala,3261,0.0,64.3,2019-02-03
NER,Meghalaya,355,0.0,6.2,2019-02-03
NER,Manipur,197,2.0,2.9,2019-02-03
NER,Assam,1352,25.0,22.6,2019-02-03
NER,Arunachal Pradesh,121,2.0,2.2,2019-02-03
ER,Sikkim,95,0.0,1.2,2019-02-03
NER,Nagaland,148,2.0,2.2,2019-02-03
ER,Odisha,3964,0.0,73.3,2019-02-03
ER,Jharkhand,1000,0.0,23.4,2019-02-03
ER,DVC,3006,0.0,63.8,2019-02-03
ER,Bihar,4128,0.0,74.0,2019-02-03
SR,Pondy,313,0.0,6.5,2019-02-03
ER,West Bengal,6419,0.0,119.8,2019-02-03
SR,Karnataka,12381,0.0,233.6,2020-02-03
WR,Gujarat,15921,0.0,332.1,2020-02-03
WR,MP,14785,0.0,270.1,2020-02-03
WR,Maharashtra,22649,0.0,459.1,2020-02-03
WR,Goa,482,0.0,9.5,2020-02-03
WR,DD,320,0.0,7.0,2020-02-03
WR,DNH,794,0.0,18.4,2020-02-03
WR,Essar steel,759,0.0,5.4,2020-02-03
ER,DVC,3084,0.0,65.0,2020-02-03
ER,West Bengal,6348,0.0,113.4,2020-02-03
ER,Bihar,4415,0.0,77.3,2020-02-03
SR,Pondy,358,0.0,7.2,2020-02-03
SR,Tamil Nadu,14383,0.0,298.9,2020-02-03
SR,Kerala,3618,0.0,73.3,2020-02-03
WR,Chhattisgarh,3788,0.0,80.9,2020-02-03
SR,Andhra Pradesh,9225,0.0,184.4,2020-02-03
NR,Chandigarh,262,0.0,4.1,2020-02-03
SR,Telangana,10767,0.0,208.6,2020-02-03
NR,HP,1712,0.0,30.2,2020-02-03
NR,Punjab,5912,0.0,113.0,2020-02-03
ER,Jharkhand,1251,0.0,25.8,2020-02-03
NER,Tripura,223,0.0,3.4,2020-02-03
NER,Nagaland,127,2.0,2.3,2020-02-03
NER,Mizoram,105,1.0,1.7,2020-02-03
NR,J&K(UT) and Ladakh(UT),2349,587.0,50.2,2020-02-03
NER,Manipur,210,3.0,2.7,2020-02-03
NER,Assam,1382,5.0,22.4,2020-02-03
NER,Arunachal Pradesh,121,3.0,2.2,2020-02-03
ER,Sikkim,136,0.0,2.0,2020-02-03
NER,Meghalaya,385,0.0,6.7,2020-02-03
ER,Odisha,4009,0.0,76.0,2020-02-03
NR,Uttarakhand,2097,0.0,38.3,2020-02-03
NR,Haryana,6338,0.0,123.6,2020-02-03
NR,Rajasthan,13830,0.0,245.1,2020-02-03
NR,Delhi,4223,0.0,70.7,2020-02-03
NR,UP,15964,0.0,283.5,2020-02-03
NER,Arunachal Pradesh,145,1.0,2.3,2021-02-03
NER,Assam,1461,15.0,24.6,2021-02-03
NER,Manipur,225,1.0,2.8,2021-02-03
NER,Meghalaya,377,0.0,6.8,2021-02-03
ER,West Bengal,6685,0.0,130.2,2021-02-03
ER,Sikkim,131,0.0,1.9,2021-02-03
NER,Tripura,223,0.0,3.6,2021-02-03
NR,Punjab,7093,0.0,135.1,2021-02-03
ER,DVC,3148,0.0,69.5,2021-02-03
ER,Jharkhand,1468,0.0,26.2,2021-02-03
ER,Odisha,4081,0.0,73.7,2021-02-03
NER,Mizoram,122,1.0,1.7,2021-02-03
NER,Nagaland,145,1.0,2.5,2021-02-03
ER,Bihar,4950,0.0,92.0,2021-02-03
WR,Maharashtra,23865,0.0,486.5,2021-02-03
NR,J&K(UT) & Ladakh(UT),2729,550.0,53.5,2021-02-03
NR,Haryana,7062,0.0,141.0,2021-02-03
NR,HP,1830,0.0,33.1,2021-02-03
NR,Uttarakhand,2133,70.0,41.0,2021-02-03
NR,UP,17851,0.0,306.2,2021-02-03
NR,Rajasthan,14059,195.0,269.7,2021-02-03
NR,Delhi,4244,0.0,68.4,2021-02-03
WR,Gujarat,16409,0.0,350.7,2021-02-03
WR,MP,14932,0.0,288.4,2021-02-03
NR,Chandigarh,246,0.0,3.8,2021-02-03
WR,Chhattisgarh,4359,0.0,93.5,2021-02-03
WR,DD,349,0.0,7.8,2021-02-03
WR,DNH,855,0.0,19.7,2021-02-03
WR,AMNSIL,842,0.0,18.6,2021-02-03
SR,Andhra Pradesh,9380,0.0,183.4,2021-02-03
